order_id,order_created_date,gmv_initial,initial_gross_profit,final_gross_profit
67a503b1fefad648d1bea592,2025-02-06,576.96,57.7,57.7
67a50e37ac4136f0de8615f2,2025-02-06,591.11,59.11,59.11
67a50ea9ac4136f0de8615fa,2025-02-06,2546.85,254.69,254.69
67a661d1a0df8d70aee629b3,2025-02-07,1176.93,117.69,117.69
67a66860ad358c9c8df75052,2025-02-06,881.76,88.18,88.18
67a9f0f7a0df8d70aee62d46,2025-02-05,435.52,43.55,43.55
67aa2734a0df8d70aee62e6e,2025-02-10,567.64,56.76,56.76
67aa3fd147d717642ccf3d61,2025-02-07,543.88,54.39,54.39
67aa44af47d717642ccf3d76,2025-02-07,1507.66,150.77,150.77
67aa4811bcd42fa342691cd4,2025-02-10,702.14,70.21,70.21
67aa4b5e47d717642ccf41ca,2025-02-10,146.09,14.61,14.61
67aa4ff1e7e15b582830f223,2025-02-10,273.83,27.38,27.38
67aa53dfe7e15b582830f22f,2025-02-08,163.56,16.36,16.36
67aa54a951715bab47e68664,2025-02-10,252.65,25.27,25.27
67aa562ce7e15b582830f249,2025-02-08,265.14,26.51,26.51
67aa5dec51715bab47e68682,2025-02-10,535.69,53.57,53.57
67aa5efd51715bab47e68690,2025-02-10,294.77,29.48,29.48
67aa8ea751715bab47e69f71,2025-02-10,1258.6,125.86,125.86
67aaaf6851715bab47e6a0d1,2025-02-10,531.38,53.14,53.14
67ab48fce7e15b582831325c,2025-02-10,445.88,44.59,44.59
67ab500c51715bab47e6a7ec,2025-02-10,1511.24,151.12,151.12
67ab57ace7e15b58283132b8,2025-02-10,330.64,33.06,33.06
67ab5923e7e15b58283132db,2025-02-11,425.39,42.54,42.54
67ab5d70e7e15b5828313303,2025-02-10,478.7,47.87,47.87
67ab5f4551715bab47e6a843,2025-02-11,669.94,66.99,66.99
67abaaf1e7e15b58283133bf,2025-02-11,239.75,23.98,23.98
67abe5f751715bab47e6a949,2025-02-11,190.55,19.06,19.06
67ace8afa69847ef8ee85e51,2025-02-12,442.33,44.23,44.23
67ad000ca69847ef8ee86f1c,2025-02-12,522.26,52.23,52.23
67adf2b871e3ebc3ad12ae49,2025-02-12,566.39,59.54,59.54
67adfe2f71e3ebc3ad12af23,2025-02-14,46811.76,260.0,260.0
67ae328671e3ebc3ad12affe,2025-02-13,1190.84,119.08,119.08
67ae340471e3ebc3ad12b011,2025-02-11,237.08,23.71,23.71
67ae365b618b75db93159c28,2025-02-13,2733.18,273.32,273.32
67ae383a71e3ebc3ad12b01c,2025-02-13,885.01,88.5,88.5
67ae557371e3ebc3ad12b069,2025-02-13,473.38,47.34,47.34
67af41a0ab7537262edf2cfe,2025-02-13,685.62,68.56,68.56
67af4ed6ab7537262edf2d53,2025-02-13,532.86,53.29,53.29
67af4f32ab7537262edf2d66,2025-02-11,678.7,67.87,67.87
67af7355ab7537262edf2dc7,2025-02-14,800.28,80.03,80.03
67af787cab7537262edf2ddc,2025-02-14,867.02,86.7,86.7
67af8174ab7537262edf2df5,2025-02-14,788.97,78.9,78.9
67af82e78b71e3a0bc3687c8,2025-02-14,312.61,31.26,31.26
67af8585ab7537262edf2e08,2025-02-14,486.41,48.64,48.64
67af8a318b71e3a0bc3687e8,2025-02-13,482.75,48.28,48.28
67af986bab7537262edf2e54,2025-02-14,627.57,62.76,62.76
67af9879ab7537262edf2e60,2025-02-14,377.68,37.77,37.77
67af9882ab7537262edf2e6d,2025-02-14,224.74,22.47,22.47
67af9893ab7537262edf2e79,2025-02-14,554.04,55.4,55.4
67afc63b8b71e3a0bc368846,2025-02-14,605.97,60.6,60.6
67b36e2f5993703ae967e807,2025-02-15,367.33,36.73,36.73
67b39ec25993703ae967e8ae,2025-02-17,675.84,67.58,67.58
67b3ab619a88dfc5b34c9258,2025-02-17,459.45,45.95,45.95
67b3b5b39a88dfc5b34c9276,2025-02-17,1862.4,186.24,186.24
67b3c1325993703ae967e8ee,2025-02-14,216.6,21.66,21.66
67b3c7f85993703ae967e8fe,2025-02-17,487.6,48.76,48.76
67b484059a88dfc5b34c95b9,2025-02-17,275.74,27.57,27.57
67b4916cd9b38f7cfe2bc2c3,2025-02-18,623.9,62.39,62.39
67b4b09b401f855a2cd97af0,2025-02-18,327.15,32.72,32.72
67b4ca56a01a855e7f35874c,2025-02-18,6311.08,631.11,631.11
67b4cc0da01a855e7f35876d,2025-02-18,2659.73,265.97,265.97
67b4df6fa01a855e7f358884,2025-02-18,740.77,74.08,74.08
67b4ef69a01a855e7f35896f,2025-02-18,872.04,87.2,87.2
67b4f0df1050f68df2141e50,2025-02-18,844.57,84.46,84.46
67b4f2da1050f68df2141e76,2025-02-18,6997.18,699.72,699.72
67b4f7001050f68df2141ebf,2025-02-18,2640.03,264.0,264.0
67b4f8bba01a855e7f358a13,2025-02-18,990.19,99.02,99.02
67b4f9f31050f68df2141efa,2025-02-18,1319.4,131.94,131.94
67b5ce7d38476941472b96ee,2025-02-19,213.55,21.36,21.36
67b6344cc42752d15569963d,2025-02-14,292.32,29.23,29.23
67b634dbc42752d155699647,2025-02-19,547.27,54.73,54.73
67b634fb236512cfec8e0559,2025-02-19,407.33,40.73,40.73
67b6359bc42752d15569965c,2025-02-19,575.29,57.53,57.53
67b636a2c42752d15569966d,2025-02-19,474.01,47.4,47.4
67b6372e236512cfec8e0583,2025-02-19,918.95,91.9,91.9
67b637e9c42752d15569967d,2025-02-19,810.51,81.05,81.05
67b63d64236512cfec8e05a9,2025-02-19,160.72,16.07,16.07
67b65b3f236512cfec8e05f0,2025-02-19,2590.54,259.05,259.05
67b67cc3236512cfec8e061f,2025-02-19,538.9,53.89,53.89
67b76dde2797a9eb03d5670b,2025-03-31,28569.71,-4552.55,-4552.55
67b774602797a9eb03d56739,2025-02-20,461.96,46.2,46.2
67b780892797a9eb03d56758,2025-02-20,161.27,16.13,16.13
67b78e2a2797a9eb03d56778,2025-02-20,138.99,13.9,13.9
67b795b3c8aeeff56e1e0613,2025-02-19,488.36,48.84,48.84
67b7af422797a9eb03d567b7,2025-02-20,1331.0,133.1,133.1
67b7c7212797a9eb03d567db,2025-02-18,405.98,40.6,40.6
67b7d628c8aeeff56e1e0663,2025-02-20,2582.54,258.25,258.25
67b7d873c8aeeff56e1e0674,2025-02-20,1476.63,147.66,147.66
67b7da7f2797a9eb03d567f0,2025-02-20,1543.84,154.38,154.38
67b7debc2797a9eb03d567fe,2025-02-20,561.75,56.18,56.18
67b7e2c22797a9eb03d5680f,2025-02-20,306.92,30.69,30.69
67b7e7d2c8aeeff56e1e0693,2025-02-20,175.07,17.51,17.51
67b8ab430e3991c09fa501b8,2025-02-21,1421.09,142.11,142.11
67b8ac5b12b9c436847b872a,2025-02-19,585.32,58.53,58.53
67b8b60a12b9c436847b8749,2025-02-21,272.09,27.21,27.21
67b8b8ee0e3991c09fa501e2,2025-02-20,168.19,16.82,16.82
67b8ba900e3991c09fa501f5,2025-02-21,170.85,17.09,17.09
67b8d84d0e3991c09fa5022c,2025-02-21,744.34,74.43,74.43
67b8d9540e3991c09fa5023d,2025-02-21,3519.74,351.97,351.97
67b8de2f0e3991c09fa50268,2025-02-21,1846.98,184.7,184.7
67b8e0ae0e3991c09fa50280,2025-02-21,2055.11,205.51,205.51
67b8f37112b9c436847b87f1,2025-03-11,406.63,0.0,0.0
67bbb87712b9c436847bd185,2025-02-21,399.88,39.99,39.99
67bbb9fd0e3991c09fa573c0,2025-02-21,1507.97,150.8,150.8
67bbbc160e3991c09fa573cd,2025-02-21,848.93,84.89,84.89
67bc894f6625fbade5ded864,2025-02-18,572.25,57.23,57.23
67bc950a6625fbade5ded8b3,2025-02-24,823.37,82.34,82.34
67bc99226625fbade5ded8cd,2025-02-24,452.21,45.22,45.22
67bc9e746625fbade5ded8ed,2025-02-24,544.57,54.46,54.46
67bca8eb4c87410d3c891db7,2025-02-27,52588.09,2982.05,2982.05
67bcc8ee6625fbade5ded9ac,2025-02-24,155.94,15.59,15.59
67bcca546625fbade5ded9c6,2025-02-24,839.57,83.96,83.96
67bccc244c87410d3c891e56,2025-02-24,1105.19,110.52,110.52
67bcd0a04c87410d3c891e6b,2025-02-24,1593.42,159.34,159.34
67bd07ec4c87410d3c891f0f,2025-02-24,734.91,73.49,73.49
67bdb01a6625fbade5dedd19,2025-02-24,1393.56,139.36,139.36
67bdb0bf6625fbade5dedd32,2025-02-24,283.64,28.36,28.36
67bdc5f7e6b1bb4154559784,2025-02-24,460.24,46.02,46.02
67bdc6cbc754ab13a73a54b4,2025-02-25,264.13,26.41,26.41
67be07b3d4c7ca98e6aff0ee,2025-02-25,1555.28,155.53,155.53
67be0c40fa83fa73798bf9fc,2025-02-25,419.68,41.97,41.97
67be1855d4c7ca98e6aff135,2025-02-25,916.77,91.68,91.68
67be19e3d4c7ca98e6aff146,2025-02-25,141.89,14.19,14.19
67be20d5fa83fa73798bfa46,2025-02-25,739.28,73.93,73.93
67be23e1d4c7ca98e6aff179,2025-02-24,262.1,26.21,26.21
67be3837d4c7ca98e6aff1a5,2025-02-25,698.54,69.85,69.85
67be4810fa83fa73798bfa99,2025-02-25,404.22,40.42,40.42
67be492efa83fa73798bfaa6,2025-02-21,361.71,36.17,36.17
67be4bcefa83fa73798bfab5,2025-02-24,1055.16,105.52,105.52
67be4dfdd4c7ca98e6aff1c7,2025-02-24,624.67,62.47,62.47
67be4ef2d4c7ca98e6aff1d8,2025-02-25,406.07,40.61,40.61
67be5071d4c7ca98e6aff1e8,2025-02-25,495.53,49.55,49.55
67bf0f33fa83fa73798bfe2c,2025-02-25,494.27,49.43,49.43
67bf322ad4c7ca98e6aff695,2025-02-26,631.02,63.1,63.1
67bf67f6b8ef5126941af9cb,2025-02-24,1119.78,111.98,111.98
67bf7a4323ab3402f6fdc31e,2025-02-19,431.7,43.17,43.17
67bf84d323ab3402f6fdc341,2025-02-27,42233.47,-6199.79,-6199.79
67bf930d23ab3402f6fdc371,2025-02-25,225.0,22.5,22.5
67bfda7723ab3402f6fdc3e8,2025-02-26,3259.85,325.99,325.99
67c04f12b8ef5126941afd35,2025-02-26,1374.69,137.47,137.47
67c0cdb94c655ff8a056e1eb,2025-02-26,266.83,26.68,26.68
67c1f4c2123d7dbb33dc12dd,2025-02-27,6210.23,621.02,621.02
67c20cce123d7dbb33dc1332,2025-02-28,389.89,38.99,38.99
67c211ac9465c86bf826d266,2025-02-28,143.19,14.32,14.32
67c213f4123d7dbb33dc1351,2025-02-27,163.84,16.38,16.38
67c23a81123d7dbb33dc137c,2025-02-28,877.97,87.8,87.8
67c23be5123d7dbb33dc138e,2025-02-28,571.64,57.16,57.16
67c795d11660a7dee86e5225,2025-02-28,1161.7,116.17,116.17
67c818161660a7dee86e9139,2025-02-21,446.61,44.66,44.66
67c888d140583cbaa1f7f4c0,2025-03-03,435.78,43.58,43.58
67c89a3f68bdecf7afd57cad,2025-03-03,909.65,90.97,90.97
67c89dea40583cbaa1f7f598,2025-03-03,209.6,20.96,20.96
67c8aac968bdecf7afd57cf7,2025-02-28,380.75,38.08,38.08
67c8b77c40583cbaa1f809c9,2025-02-28,231.97,23.2,23.2
67c8c4bb40583cbaa1f80a76,2025-03-05,801.13,80.11,80.11
67c8cf0568bdecf7afd57e86,2025-02-25,258.87,25.89,25.89
67c8cf3740583cbaa1f80b06,2025-03-05,408.64,40.86,40.86
67c8d43840583cbaa1f80b51,2025-03-04,878.21,87.82,87.82
67c9cbed5e266a1c79c68c26,,1831.3,183.13,183.13
67ca02ccf4c9c165a2d78402,2025-03-05,484.86,48.49,48.49
67ca0a25f4c9c165a2d7846f,2025-03-06,195.9,19.59,19.59
67ca0c79f4c9c165a2d78492,2025-03-06,892.85,89.29,89.29
67ca46f914bb630910140562,2025-03-06,1117.44,111.74,111.74
67caee5270be4b8717a737fe,2025-03-06,4680.67,468.07,468.07
67cb1a8248facf1263a920f9,2025-03-07,416.34,41.63,41.63
67cb1f1e48facf1263a9210b,2025-02-25,431.69,43.17,43.17
67cb21e948facf1263a9213f,2025-02-24,291.14,29.11,29.11
67cb4c8a72fa2c85e67f0289,2025-03-07,890.45,89.05,89.05
67cb506972fa2c85e67f029b,2025-03-07,1763.42,176.34,176.34
67cb534a48facf1263a92210,2025-03-06,512.49,51.25,51.25
67cb55f848facf1263a9221b,2025-03-07,502.91,50.29,50.29
67cb5dd448facf1263a9222d,2025-03-07,244.37,24.44,24.44
67cb5f4048facf1263a92240,2025-03-07,1120.26,112.03,112.03
67cb602648facf1263a9224c,2025-03-07,265.59,26.56,26.56
67ce509c72fa2c85e67f603a,2025-02-27,484.25,48.43,48.43
67cebacd72fa2c85e67f8a20,2025-03-08,3994.9,399.49,399.49
67cf3f3eecad568f7a1ed8a1,2025-02-26,125.61,12.56,12.56
67cf401116c439133e297fac,2025-03-08,748.41,74.84,74.84
67cf41cdecad568f7a1ed8cc,2025-03-10,427.78,42.78,42.78
67cf4579ecad568f7a1ed904,2025-03-09,200.89,20.09,20.09
67cf702dda7c3729bd54631d,2025-03-10,2813.18,281.32,281.32
67cf73efda7c3729bd54635b,2025-03-11,3155.18,315.52,315.52
67d022630230569156af4190,2025-02-26,207.65,20.77,20.77
67d0303913ff0013fd660fbe,2025-03-05,141.79,14.18,14.18
67d06a3423d6d02a00002eff,2025-03-11,426.14,42.61,42.61
67d078c9c2ea1faefc29e6de,2025-03-11,3221.5,322.15,322.15
67d08a81b054a2b6ced28346,2025-03-11,1651.79,165.18,165.18
67d09cc3b054a2b6ced28449,2025-03-11,345.69,34.57,34.57
67d0a04ec2ea1faefc29e928,2025-03-10,1032.54,103.25,103.25
67d0a2d2c2ea1faefc29e964,2025-03-11,515.29,51.53,51.53
67d0aa84b054a2b6ced28516,2025-03-10,224.83,22.48,22.48
67d0abd7b054a2b6ced2852b,2025-03-10,127.49,12.75,12.75
67d1d1d173dfd12eb9ef0f88,2025-03-12,4282.22,428.22,428.22
67d1d2c973dfd12eb9ef0fa2,2025-03-11,982.41,98.24,98.24
67d1d35f1ea8f08a0e820a8f,2025-03-12,434.51,43.45,43.45
67d1d55573dfd12eb9ef0fcd,2025-03-12,208.37,20.84,20.84
67d1d59b73dfd12eb9ef0fde,2025-03-12,1373.75,137.38,137.38
67d20f5873dfd12eb9ef1284,2025-03-12,181.11,18.11,18.11
67d2118073dfd12eb9ef12a6,2025-03-12,397.98,39.8,39.8
