campaign_id,campaign,medium,source,partner,app_device_type,campaign_platform,campaign_date_utc,clicks,spend
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-06,25,5.5
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-07,16,3.52
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-08,17,3.74
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-09,37,8.14
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-10,46,10.12
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-11,16,3.52
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-12,26,5.72
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-13,30,6.6
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-14,19,4.18
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-15,29,6.38
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-16,32,7.04
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-17,34,7.48
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-18,40,8.8
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-19,68,14.96
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-20,21,4.62
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-21,43,9.46
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-22,22,4.84
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-23,18,3.96
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-24,25,5.5
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-25,23,5.06
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-26,37,8.14
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-27,14,3.08
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-28,45,9.9
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-29,41,9.02
,apomio_feed_promo,,apomio,onfy,web,web,2024-06-30,69,15.18
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-01,117,25.74
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-02,62,13.64
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-03,5,1.1
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-04,7,1.54
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-05,72,15.84
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-06,63,13.86
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-07,45,9.9
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-08,63,13.86
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-09,73,16.06
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-10,53,11.66
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-11,43,9.46
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-12,65,14.3
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-13,44,9.68
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-14,80,17.6
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-15,45,9.9
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-16,53,11.66
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-17,75,16.5
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-18,50,11
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-19,57,12.54
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-20,42,9.24
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-21,74,16.28
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-22,68,14.96
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-23,86,18.92
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-24,76,16.72
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-25,103,22.66
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-26,39,8.58
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-27,94,20.68
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-28,45,9.9
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-29,50,11
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-30,75,16.5
,apomio_feed_promo,,apomio,onfy,web,web,2024-07-31,92,20.24
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-01,311,68.42
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-02,82,18.04
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-03,314,69.08
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-04,538,118.36
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-05,74,16.28
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-06,158,34.76
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-07,135,29.7
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-08,106,23.32
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-09,171,37.62
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-10,53,11.66
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-11,101,22.22
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-12,108,23.76
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-13,88,19.36
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-14,35,7.7
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-15,76,16.72
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-16,60,13.2
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-17,46,10.12
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-18,82,18.04
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-19,68,14.96
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-20,55,12.1
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-21,53,11.66
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-22,48,10.56
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-23,66,14.52
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-24,51,11.22
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-25,92,20.24
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-26,137,30.14
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-27,129,28.38
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-28,83,18.26
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-29,118,25.96
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-30,102,22.44
,apomio_feed_promo,,apomio,onfy,web,web,2024-08-31,81,17.82
,apomio_feed_promo,,apomio,onfy,web,web,2024-09-01,142,31.24
,apomio_feed_promo,,apomio,onfy,web,web,2024-09-02,155,34.1
,apomio_feed_promo,,apomio,onfy,web,web,2024-09-03,74,16.28
,apomio_feed_promo,,apomio,onfy,web,web,2024-09-04,75,16.5
,apomio_feed_promo,,apomio,onfy,web,web,2024-09-05,28,6.16
,apomio_feed_promo,,apomio,onfy,web,web,2024-09-06,73,16.06
,apomio_feed_promo,,apomio,onfy,web,web,2024-09-07,43,9.46
,apomio_feed_promo,,apomio,onfy,web,web,2024-09-08,62,13.64
,apomio_feed_promo,,apomio,onfy,web,web,2024-09-09,70,15.4
,apomio_feed_promo,,apomio,onfy,web,web,2024-09-10,64,14.08
,apomio_feed_promo,,apomio,onfy,web,web,2024-09-11,48,10.56
